comment_id	abstract_id	annotator	score	comment
[429]	83	Jessica  Polka	result_added_1+	
[430]	83	Dey,  Gautam	results_effect+_1	 (reconciled)
[431]	83	Jessica  Polka	result_effect+_1+	
[432]	83	Jessica  Polka	results_stat+_1+	
[433]	83	Jessica  Polka	result_added_1+	 (how many hypervariable regions)
[434]	83	Mate  Palfy	results_added_1	
[435]	83	Jessica  Polka	conclusions_stat-_1-	 (to be considered sounds less certain than previous text)
[436]	83	Jessica  Polka	context_added_1+	
[437]	84	Dey,  Gautam	context_added_1+	
[438]	84	Jessica  Polka	results_statinfo_1	
[439]	84	Jessica  Polka	results_nounchange_1	
[441]	86	Jessica  Polka	context_stat+_1	 (implying that there is a need for this work)
[442]	86	Jessica  Polka	context_nounchange_1	 (the hospitals are in a smaller number of provinces)
[443]	86	Mate  Palfy	context_effect-_1	
[444]	86	Jessica  Polka	context_added_1	
[445]	86	Jessica  Polka	context_added_1	
[446]	86	jonathon coates	context_added_1+	
[447]	86	jonathon coates	results_added_1+	
[448]	86	Mate  Palfy	results_effect-_1	  
[449]	86	Jessica  Polka	context_added_1	
[450]	86	Jessica  Polka	result_effect+_1	 (from 71.8 to 72.3)
[451]	86	Jessica  Polka	result_added_1+	
[452]	86	Jessica  Polka	result_effect+_1+	
[453]	86	Jessica  Polka	result_effect+_1+	
[454]	86	Jessica  Polka	result_added_1+	
[455]	86	Mate  Palfy	results_effect+_1	
[456]	86	Dey,  Gautam	results_statinfo_1+	
[457]	86	Mate  Palfy	results_nounchange_1	
[458]	86	jonathon coates	results_stat-_1-	
[459]	86	Jessica  Polka	result_effect+_1+	
[460]	86	jonathon coates	results_added_1+	
[461]	86	jonathon coates	results_effect+_1+	
[462]	86	Mate  Palfy	conclusions_added_1	
[463]	86	Jessica  Polka	conclusions_added_2	
[464]	86	jonathon coates	conclusion_added_2	
[465]	86	Mate  Palfy	results_removed_2	
[466]	86	Jessica  Polka	conclusions_removed_2	 (revised abstract does not talk about predicting outcomes)
[468]	87	Jessica  Polka	context_added_1	
[469]	88	Jessica  Polka	context_added_1	
[470]	88	Jessica  Polka	context_added_1	
[471]	88	Mate  Palfy	context_added_2	
[472]	88	Mate  Palfy	context_added_2	
[473]	88	Jessica  Polka	context_added_1	
[474]	88	Jessica  Polka	results_removed_1	
[475]	88	Jessica  Polka	results_removed_1	
[476]	88	Jessica  Polka	results_removed_1	
[477]	88	Jessica  Polka	results_removed_1	
[478]	88	Jessica  Polka	conclusions_removed_1	
[479]	88	Jessica  Polka	context_added_1+	
[480]	88	Jessica  Polka	context_added_1+	 (methods)
[481]	88	Mate  Palfy	_2	 (change from scenario where outbreak occurred in specific areas to  scenario where mask wearing policies enforced in specific areas)
[482]	88	Jessica  Polka	results_added_1+	
[483]	88	Mate  Palfy	results_effectreverse_2	 (preprint abstract makes no mention of end of mask shortage)
[484]	88	Dey,  Gautam	results_added_2	
[485]	88	Mate  Palfy	results_added_2	
[486]	88	Mate  Palfy	context_added_2	
[487]	88	Jessica  Polka	results_added_1+	
[488]	88	Mate  Palfy	conclusions_added_2	
[489]	88	Mate  Palfy	conclusions_added_2	
[490]	88	Mate  Palfy	conclusions_added_2	
[491]	88	Mate  Palfy	conclusions_added_2	
[492]	88	Mate  Palfy	conclusions_added_2	
[493]	89	Jessica  Polka	context_removed_1-	
[495]	89	Jessica  Polka	context_added_1+	  
[498]	89	Mate  Palfy	context_added	
[499]	89	Jessica  Polka	context_nounchange_1	
[500]	89	Jessica  Polka	context_nounchange_1	
[501]	89	Mate  Palfy	context_added_1	
[502]	89	Mate  Palfy	context_removed_1	
[503]	89	Mate  Palfy	results_added_1+	
[504]	89	Mate  Palfy	results_added_1+	
[505]	89	Mate  Palfy	results_effect+_1-	
[506]	89	Jessica  Polka	results_effect+_1+	
[507]	89	Jessica  Polka	resutls_effect-_1+	
[508]	89	Jessica  Polka	results_stat-_1-	
[509]	89	Jessica  Polka	results_effect+_1-	
[510]	89	Mate  Palfy	results_effect-_1-	
[511]	89	jonathon coates	results_effect-_1-	
[512]	89	Mate  Palfy	results_nounchange_1-	
[513]	89	Mate  Palfy	conclusion_added_1	
[514]	89	Jessica  Polka	conclusions_added_2	
[515]	89	Jessica  Polka	conclusions_added_2	
[518]	90	Jessica  Polka	context_stat-_1	
[519]	90	Jessica  Polka	results_stat-_1-	
[520]	90	Mate  Palfy	results_stat-_1-	
[521]	91	Jessica  Polka	context_effect+_1	
[522]	91	Jessica  Polka	context_effect+_1	
[523]	91	Mate  Palfy	context_removed_1	
[524]	91	Mate  Palfy	context_added_1+	
[525]	91	jonathon coates	results_effect-_1-	
[526]	91	jonathon coates	results_effect+_1+	
[527]	91	jonathon coates	results_removed_1-	
[528]	92	Jessica  Polka	context_added_1	
[529]	92	Mate  Palfy	context_stat-_1-	
[530]	92	Mate  Palfy	results_stat-_1-	  
[531]	92	Mate  Palfy	conclusions_nounchange_1	
[532]	94	Dey,  Gautam	context_removed_1	
[533]	94	Mate  Palfy	context_removed	
[535]	94	Jessica  Polka	context_removed_1-	 (lack of association repeated from below)
[536]	94	Jessica  Polka	results_removed_	 1+ (scoring as positive because this is the removal of a non-significant  result)
[537]	95	Jessica  Polka	result_added_1+	 (detail added)
[538]	95	Jessica  Polka	result_added_1+	 (detail added)
[539]	95	Jessica  Polka	result_added_1+	 (detail added)
[540]	95	Mate  Palfy	results_added_1+	
[541]	95	jonathon coates	results_statinfo_1+	
[542]	95	Dey,  Gautam	results_added_1	
[543]	95	Jessica  Polka	conclusion_added_2	
[545]	97	Jessica  Polka	context_effect+_1	 (local -> global effect)
[546]	97	Jessica  Polka	context_removed_1	  
[547]	97	Jessica  Polka	context_nounchange_1	
[548]	97	Jessica  Polka	conclusions_stat-_1+	 (extensively -> systematically)
[549]	97	Jessica  Polka	context_removed_1	
[550]	97	Jessica  Polka	results_stat-_1-	
[551]	97	Jessica  Polka	results_stat-_1-	 (significance statement removed)
[552]	97	Mate  Palfy	results_nounchange_1	
[553]	97	Jessica  Polka	results_stat+_1	 (now claim to offer an explanation rather than simply note consistency)
[554]	97	Jessica  Polka	results_stat-_1-	
[555]	97	Jessica  Polka	results_stat+_1+	
[556]	97	Mate  Palfy	conclusions_effect+_1	
[557]	97	Jessica  Polka	context_stat+_1	
[558]	97	Jessica  Polka	context_removed_1	
[559]	97	Jessica  Polka	results_stat-_1-	
[560]	97	Jessica  Polka	result_effect-_1-	
[561]	97	Mate  Palfy	results_removed_1-	
[562]	97	Jessica  Polka	conclusions_stat-_1-	 (Present findings are -> findings would: now about later confirmatory  studies)
[563]	98	Jessica  Polka	results_stat-_1-	 (analyze -> estimate)
[564]	98	Mate  Palfy	results_removed_1-	
[565]	98	jonathon coates	results_stat+_1+	
[566]	99	Jessica  Polka	context_effect+_1	
[567]	99	Jessica  Polka	context_effect+_1	
[568]	99	Jessica  Polka	context_removed_1	
[569]	99	Mate  Palfy	context_removed_1	
[570]	99	Mate  Palfy	result_removed_2	 (reconciled)
[571]	100	Jessica  Polka	result_nounchange_1-	 (no longer claiming there were never any symptoms)
[572]	101	Mate  Palfy	context_added_1	
[573]	101	Mate  Palfy	context_added_1	
[574]	101	jonathon coates	results_effect-_1-	
[575]	101	jonathon coates	results_statinfo_1+	
[576]	102	Jessica  Polka	context_added_1	
[577]	102	jonathon coates	context_removed_1+	
[578]	102	Dey,  Gautam	context_added_1	
[579]	104	jonathon coates	context_added_1+	
[580]	104	jonathon coates	context_added_1+	
[581]	104	Dey,  Gautam	results_nounchange_1	
[582]	104	jonathon coates	results_removed_1-	
[583]	104	Mate  Palfy	conclusions_nounchange_1-	
[584]	104	jonathon coates	conclusion_removed_1+	 (strengthens as I feel this is a strange assertion to make based on the  rest of the abstract)
[585]	105	Dey,  Gautam	results_added_1+	
[586]	105	Mate  Palfy	results_removed_1-	
[587]	105	jonathon coates	results_added_1+	
[588]	105	Mate  Palfy	results_added_1+	
[589]	105	Dey,  Gautam	conclusion_nounchange_1	
[590]	106	Mate  Palfy	context_removed_1	
[591]	106	Mate  Palfy	results_removed_1	
[592]	106	Mate  Palfy	results_removed_1	
[593]	106	jonathon coates	results_removed_1-	
[594]	106	jonathon coates	results_effect-_1-	
[595]	106	jonathon coates	results_statinfo_1-	  
[596]	106	jonathon coates	results_statinfo_1-	
[597]	106	Jessica  Polka	results_nounchange_1	 (assume this is translation)
[598]	106	jonathon coates	results_statinfo_1-	
[599]	106	jonathon coates	results_removed_1-	
[600]	106	jonathon coates	results_effect-_1-	
[601]	106	jonathon coates	results_effect-_1-	
[602]	106	Mate  Palfy	results_added_1	
[603]	106	Dey,  Gautam	results_stat-_1	  
[604]	106	jonathon coates	results_statinfo_1+	
[605]	106	Mate  Palfy	results_statinfo_1+	
[606]	106	Jessica  Polka	results_added_1+	
[607]	106	Jessica  Polka	result_statinfo_1+	
[608]	106	Jessica  Polka	conclusion_added_1+	
[609]	106	Jessica  Polka	conclusions_added_1+	
[610]	106	Jessica  Polka	conclusion_added_1+	
[611]	106	Dey,  Gautam	conclusion_nounchange_1	
[612]	107	jonathon coates	context_added_1+	
[613]	107	Jessica  Polka	context_added_1	
[614]	108	jonathon coates	results_effect-_1-	
[615]	108	Jessica  Polka	result_effect-_1-	
[616]	108	Mate  Palfy	results_effect-_1-	
[617]	108	Jessica  Polka	result_stat-_1-	
[618]	108	Jessica  Polka	conclusions_stat-_1-	
[619]	109	Dey,  Gautam	context_added_1	
[620]	109	Jessica  Polka	results_effect-_1-	
[621]	109	Dey,  Gautam	context_added_1+	
[622]	109	Jessica  Polka	results_effect+_1+	 (specific period in March)
[623]	109	Dey,  Gautam	conclusion_effect-_1	
[624]	109	jonathon coates	results_added_1-	
[625]	109	Jessica  Polka	context_added_1	  
[626]	110	jonathon coates	context_effect+_1+	
[627]	110	jonathon coates	context_effect+_1+	
[628]	110	Jessica  Polka	results_added_1+	
[629]	110	Mate  Palfy	results_added_1+	
[630]	110	Mate  Palfy	results_added_1+	
[631]	110	Dey,  Gautam	results_added_2	 (reconciled, sex difference added)
[632]	110	Dey,  Gautam	conclusion_added_1	
[633]	110	Jessica  Polka	results_added_2+	
[634]	110	Jessica  Polka	results_added_1+	
[635]	111	jonathon coates	context_effect+_1+	
[636]	111	Mate  Palfy	conclusions_added_2	 (reconciled, potential for dysfunction/abortion added)
[637]	111	Jessica  Polka	conclusions_stat-_1-	
[638]	112	Dey,  Gautam	context_added_1	
[639]	112	Mate  Palfy	results_removed_2	 (reconciled, nurses split into two groups, extensive changes in statistics)
[640]	112	Mate  Palfy	results_removed_1-	
[641]	112	jonathon coates	results_statinfo_1-	
[642]	112	jonathon coates	results_statinfo_1-	
[643]	112	Jessica  Polka	result_removed_1-	
[644]	113	Dey,  Gautam	context_added_1	
[645]	113	Mate  Palfy	results_removed_1-	
[646]	113	Jessica  Polka	context_removed_1	 (detail?)
[647]	113	Jessica  Polka	results_stat+_1-	 (“modestly” removed)
[648]	113	Mate  Palfy	results_removed_1	
[649]	113	Dey,  Gautam	conclusion_added_1	
[650]	114	Mate  Palfy	results_added_1+	
[651]	114	jonathon coates	results_added_1+	
[652]	116	Jessica  Polka	results_stat-_1-	 (this sentence seems to have been edited for clarity, and this qualification  seems like the only significant change)
[653]	119	Jessica  Polka	results_effect+_1	 (doubling)
[654]	119	Jessica  Polka	results_effect-_1	 (half)
[655]	119	jonathon coates	results_stat-_1-	
[656]	119	Jessica  Polka	conclusions_effect+_1	
[657]	119	Mate  Palfy	results_effect+_1	
[658]	120	jonathon coates	conclusion_added_1	 (reconciled, possible journal requirement)
[659]	121	Dey,  Gautam	context_added_1	
[660]	121	jonathon coates	results_removed_1-	
[661]	122	Jessica  Polka	context_stat-_1-	
[662]	122	Jessica  Polka	context_added_1	
[663]	122	Dey,  Gautam	context_added_1	
[664]	122	Jessica  Polka	result_nounchange_1+	 (now suggests intention to determine cutoff value)  
[665]	122	jonathon coates	results_statinfo_1+	
[666]	122	jonathon coates	results_statinfo_1+	
[667]	122	jonathon coates	results_added_1+	
[668]	122	Jessica  Polka	conclusion_stat-_1-	
[671]	123	Jessica  Polka	results_added_1+	
[672]	123	Mate  Palfy	results_added_1+	
[673]	123	Jessica  Polka	context_added_1+	
[674]	123	Mate  Palfy	results_added_1+	
[675]	123	Jessica  Polka	results_added_1+	
[676]	123	Jessica  Polka	results_stat-_1-	
[677]	123	Mate  Palfy	conclusions_added_2	
[678]	123	Jessica  Polka	context_added_1+	
[679]	123	jonathon coates	results_added_1+	
[680]	123	Jessica  Polka	results_added_1+	
[681]	123	Jessica  Polka	conclusion_added_2	 (much more specific to mobile phone app)
[682]	123	Jessica  Polka	conclusions_stat-_1-	
[683]	123	Jessica  Polka	results_added_1+	
[684]	123	Jessica  Polka	conclusion_added_2	
[685]	123	jonathon coates	conclusion_added_2	
[686]	124	jonathon coates	context_effect_1+	
[687]	124	Jessica  Polka	conclusions_stat+_1+	  
[688]	125	Jessica  Polka	conclusions_stat+_1+	 (now asserts they developed the assay as well)
[689]	125	Dey,  Gautam	results_effect+_1	
[690]	126	jonathon coates	conclusion_removed_2	
[691]	127	Dey,  Gautam	results_effect+_1	
[692]	129	Jessica  Polka	context_removed_1-	
[693]	129	Jessica  Polka	conclusions_removed_1-	
[694]	129	jonathon coates	context_removed_1-	
[695]	129	jonathon coates	results_added_1+	  
[696]	130	Jessica  Polka	results_effect-_1-	 (constant rather than decaying)
[697]	130	Dey,  Gautam	results_removed_1	
[698]	130	Jessica  Polka	result_added_1+	
[699]	130	Jessica  Polka	result_added_1+	
[700]	130	Jessica  Polka	conclusion_removed_1-	 (reconciled)
[701]	131	jonathon coates	results_statinfo_1+	
[702]	132	Jessica  Polka	results_removed_1-	
[703]	132	Jessica  Polka	results_remove_1-	
[704]	132	Jessica  Polka	results_stat+_1+	 (model agrees with data)
[705]	132	jonathon coates	results_effect-_1-	
[706]	132	Jessica  Polka	conclusions_removed_2	 (no longer prescribing actions to other countries)
[707]	132	Dey,  Gautam	results_removed_2	
[708]	132	jonathon coates	conclusion_added_1+	
[709]	132	Jessica  Polka	results_removed_1-	 (timescale removed)
[710]	132	Dey,  Gautam	conclusion_added_2	
[711]	133	jonathon coates	context_added_1+	
[712]	133	Jessica  Polka	results_stat-_1-	
[713]	133	jonathon coates	results_added_1+	
[714]	133	jonathon coates	results_added_1+	
[715]	133	jonathon coates	results_stat+_1+	
[716]	133	Dey,  Gautam	results_removed_1	 (Uber driver biases)
[717]	133	Jessica  Polka	results_added_1+	
[718]	133	jonathon coates	results_stat-_1-	
[719]	133	Jessica  Polka	results_added_1+	
[720]	133	jonathon coates	results_removed_1-	
[721]	133	jonathon coates	results_stat+_1+	
[722]	133	Jessica  Polka	result_stat-_1-	
[723]	133	Jessica  Polka	conclusion_stat+_1+	 (suggests useful in non-covid outbreaks)
[724]	134	jonathon coates	context_effect+_1+	
[725]	134	Jessica  Polka	result_nounchange_1+	 (now whole protein)
[726]	134	Jessica  Polka	result_added_1+	
[727]	134	Jessica  Polka	result_statinfo_1+	
[728]	134	Jessica  Polka	results_added_1+	
[729]	134	Mate  Palfy	results_added_1+	
[730]	135	Jessica  Polka	results_remove_1-	
[732]	137	jonathon coates	conclusions_added_1+	
[733]	138	Dey,  Gautam	results_statinfo_1	 (super odd removal of one decimal place just on one end of the range. Might  be that the range shifted to 3.70)
[734]	139	Dey,  Gautam	context_effect-_1	
[735]	139	jonathon coates	results_effect+_1+	
[736]	139	Mate  Palfy	results_removed_1-	
[737]	139	Dey,  Gautam	conclusion_effect-_1	
[738]	140	Dey,  Gautam	results_statinfo_1	
[739]	140	Dey,  Gautam	context_added_1	
[740]	143	Jessica  Polka	conclusion_stat-_1-	
[741]	144	jonathon coates	results_added_1+	
[742]	144	Jessica  Polka	conclusion_stat-_1-	
[743]	147	jonathon coates	results_added_1+	
[744]	148	Dey,  Gautam	context_effect-_1	
[745]	148	Dey,  Gautam	results_added_2	
[746]	148	Dey,  Gautam	results_effect+_2	
[747]	148	Dey,  Gautam	results_effect+_2	
[748]	149	Dey,  Gautam	context_effect+_1	
[749]	150	Dey,  Gautam	context_added_1	
[750]	151	Dey,  Gautam	context_effect+_1	
[751]	151	jonathon coates	results_effect+_1+	
[752]	151	jonathon coates	results_effect+_1+	
[753]	151	Jessica  Polka	results_stat+_1+	
[754]	151	Jessica  Polka	results_effect+_1+	
[755]	151	Jessica  Polka	results_effect+_1+	
[756]	151	Jessica  Polka	results_nounchange_1+	
[757]	151	Mate  Palfy	results_added_1+	
[758]	151	Mate  Palfy	resuts_added_1+	
[759]	151	Jessica  Polka	results_removed_1-	
[760]	151	Mate  Palfy	results_removed_1-	
[761]	151	Jessica  Polka	results_removed_1-	
[762]	151	Mate  Palfy	results_removed_1	
[763]	151	Mate  Palfy	results_added_1	
[764]	151	Mate  Palfy	results_added_1	
[765]	151	Jessica  Polka	results_added_1+	
[766]	151	jonathon coates	results_effect-_1-	
[767]	151	Jessica  Polka	results_stat-_1-	
[768]	151	jonathon coates	conclusion_removed_1-	
[769]	151	Dey,  Gautam	conclusion_added_2	
[770]	151	jonathon coates	conclusion_added_2	
[771]	155	jonathon coates	context_added_1+	
[772]	155	Jessica  Polka	context_nounchange_1	
[773]	155	Dey,  Gautam	context_added_1	
[774]	155	jonathon coates	results_statinfo_1+	
[775]	155	jonathon coates	results_statinfo_1+	
[776]	155	jonathon coates	results_statinfo_1+	
[777]	155	Jessica  Polka	conclusion_added_1+	
[778]	160	Dey,  Gautam	context_added_1	
[779]	160	Jessica  Polka	context_added_1+	
[780]	160	Mate  Palfy	conclusions_stat-_1-	
[781]	161	Jessica  Polka	context_removed_1-	
[782]	161	Mate  Palfy	context_removed_1-	
[783]	161	Mate  Palfy	context_removed_1-	 (I annotated context because this relates to methods)
[784]	161	Dey,  Gautam	results_effect+_1	 (21 to 25)
[785]	161	jonathon coates	results_effect+_1+	
[786]	161	Jessica  Polka	conclusion_stat+_1+	
[787]	162	Jessica  Polka	context_added_1+	
[788]	164	jonathon coates	context_added_1+	
[789]	164	Jessica  Polka	conclusion_removed_1-	
[790]	164	Jessica  Polka	conclusion_removed_1-	
[791]	165	Jessica  Polka	context_added_1+	
[792]	165	Mate  Palfy	context_added_1+	 (might not be necessary to annotate, method has been made clearer here)
[793]	165	Jessica  Polka	result_added_1+	
[794]	165	jonathon coates	results_removed_1-	
[795]	165	Mate  Palfy	results_nounchange_1+	
[796]	165	Dey,  Gautam	results_added_1	
[797]	165	Jessica  Polka	conclusion_removed_1-	
[798]	165	Jessica  Polka	conclusion_removed_2	
[799]	165	Jessica  Polka	conclusions_removed_2	 (above it does say that “pointed ends are retained” but it’s not as clear  that Spire is directly binding those)
[800]	166	Mate  Palfy	context_added	
[801]	167	Jessica  Polka	results_nounchange_1-	 (more specific)
[802]	168	Dey,  Gautam	context_added_1	
[803]	168	Jessica  Polka	context_added_1	
[806]	168	Mate  Palfy	context_added_1+	 (scored as context instead of conclusion as a speculation was added)
[808]	169	Dey,  Gautam	context_nounchange_1	
[809]	169	Mate  Palfy	resuts_removed_1-	
[810]	169	Mate  Palfy	results_added_1+	 (vague statement made more precise: “TF diversity constrained by  regulatory roles” -> “TFs of large regulons more conserved”
[811]	169	Mate  Palfy	results_added_1+	 (result changing from “an excess of beneficial mutations in TFs” to “higher  mutation frequency in TFs”
[812]	169	Dey,  Gautam	results_effect+_2	
[813]	169	Dey,  Gautam	results_added_2	 (much longer evolution 60000 vs 10000 totally changed the outcome??)
[814]	170	Mate  Palfy	conclusions_added_1+	
[816]	172	jonathon coates	results_stat-_1-	
[817]	172	Mate  Palfy	conclusion_removed_1-	
[818]	172	Jessica  Polka	conclusions_removed_1-	
[819]	172	Dey,  Gautam	conclusions_effect-_1	
[821]	174	Jessica  Polka	context_removed_1-	
[824]	174	Jessica  Polka	context_added_1+	
[825]	174	Jessica  Polka	results_nounchange_1+	 (suggests a larger subset of genes was looked at)
[826]	174	Mate  Palfy	results_removed_1-	
[828]	174	Jessica  Polka	results_stat-_1-	 (complete -> highly effective)
[829]	174	Dey,  Gautam	conclusion_added_1	
[831]	175	Jessica  Polka	context_added_1+	
[832]	175	jonathon coates	results_effect-_1-	
[833]	175	Mate  Palfy	results_added_1+	
[834]	178	Jessica  Polka	results_added_1+	
[835]	178	Jessica  Polka	results_added_1+	
[837]	178	Dey,  Gautam	results_nounchange_1	
[838]	178	Jessica  Polka	context_removed_1	
[840]	181	Dey,  Gautam	context_effect-_1	
[841]	181	Jessica  Polka	conclusion_removed_2	 (new abstract implies some of this was already known)
[842]	181	Dey,  Gautam	context_added_1	
[843]	181	Mate  Palfy	results_statinfo_1+	 (reduction in GPP was stated in preprint abstract already)
[844]	181	Mate  Palfy	results_statinfo_1+	
[845]	181	Mate  Palfy	results_statinfo_1+	
[846]	181	Mate  Palfy	results_added_1+	
[847]	181	Jessica  Polka	results_removed_3	
[848]	181	Jessica  Polka	results_added_3	
[849]	181	Mate  Palfy	conclusions_removed_1-	
[850]	184	Dey,  Gautam	context_nounchange_1	
[851]	185	Jessica  Polka	result_added_1+	 (DSBs follow from SSBs)
[852]	185	Mate  Palfy	results_added_1+	
